query_text,gold_passage,hard_negative,llm_classification,is_hard,hardness_score
การ์ตูนญี่ปุ่นฮาเล็มบีท จังหวะคนจริง จัดพิมพ์โดยสำนักพิมพ์ใด?,"ฮาเล็มบีท จังหวะคนจริง () เป็นการ์ตูนญี่ปุ่น แนวโชเน็นและกีฬา เป็นเรื่องราวเกี่ยวกับกีฬาบาสเกตบอลและการเรียนรู้ชีวิตของวัยรุ่น จากจุดเล็ก ๆ โดยเริ่มจากสตรีทบาสเกตบอล จนสามารถก้าวเข้าไปสู่การแข่งขันอินเตอร์ไฮระดับประเทศของญี่ปุ่น เรื่องและภาพโดย ยูริโกะ นิชิยามะ ลงตีพิมพ์ในนิตยสารโชเน็นแม็กกาซีน ตั้งแต่ ปี พ.ศ. 2537 ถึง พ.ศ. 2543 ลิขสิทธิ์โดยสำนักพิมพ์โคดันฉะ โตเกียว จำกัด ส่วนฉบับรวมเล่มมีทั้งหมด 29 เล่ม ต่อมาได้ถูกสร้างเป็นเกมเพลย์สเตชัน โดยใช้ชื่อว่า ""ฮาเล็มบีท: ยู อาร์ เดอะ วัน"" (Harlem Beat ～You're The One～) ในปี พ.ศ. 2542","Afrikan tähti on Kari Mannerlan laatima suomalainen lautapeli, jossa pelaajien tavoitteena on löytää Afrikan tähti -niminen jalokivi. Mannerla suunnitteli pelin alun perin 19-vuotiaana vähäisen taustatutkimuksen pohjalta. Vuonna 1951 julkaistusta Afrikan tähdestä tuli hyvin suosittu Suomessa, ja sitä on myyty kansainvälisesti yli neljä miljoonaa kappaletta.",HARD,True,0.85
ไก่-วรายุฑ มิลินทจินดา เกิดเมื่อไหร่?,วรายุฑ มิลินทจินดา เกิดวันที่ 16 มกราคม พ.ศ. 2498 เป็นนักแสดง ผู้จัดละครชาวไทย,"Afrikan tähti on Kari Mannerlan laatima suomalainen lautapeli, jossa pelaajien tavoitteena on löytää Afrikan tähti -niminen jalokivi. Mannerla suunnitteli pelin alun perin 19-vuotiaana vähäisen taustatutkimuksen pohjalta. Vuonna 1951 julkaistusta Afrikan tähdestä tuli hyvin suosittu Suomessa, ja sitä on myyty kansainvälisesti yli neljä miljoonaa kappaletta.",HARD,True,0.7
พ.ศ. 2524 ใครเป็นนายกของประเทสไทย ?,พระมหากษัตริย์: พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช นายกรัฐมนตรี: พลเอกเปรม ติณสูลานนท์,หลังจากนั้นไม่นาน โปแลนด์ได้ถูกแบ่งเป็นส่วนหนึ่งของจักรวรรดิรัสเซีย ออสเตรีย และ ราชอาณาจักรปรัสเซีย ระหว่างสงครามโลกครั้งที่ 1 โปแลนด์มีสถานะเป็นราชอาณาจักร และได้รับเอกราชในปี พ.ศ. 2461 หลังสิ้นสุดสงครามโลก ภายใต้ยุคสาธารณรัฐที่ 2 (Second Polish Republic) หลังจากสงครามโลกครั้งที่ 2 โปแลนด์กลายเป็นรัฐบริวารที่เป็นคอมมิวนิสต์ของสหภาพโซเวียตภายใต้สาธารณรัฐประชาชน (People's Republic of Poland) ในพ.ศ. 2532 การเลือกตั้งกึ่งเสรีครั้งแรกในโปแลนด์ หลังสงครามโลกครั้งที่ 2 สิ้นสุดการดิ้นรนเพื่อเสรีภาพของขบวนการโซลิดาริตี (Solidarity movement) และเป็นการพ่ายแพ้ของผู้นำคอมมิวนิสต์ของโปแลนด์ (โดยก่อนหน้านี่ผู้นำคอมมิวนิสต์ของโปแลนด์ใด้ประกาศใช้กฎอัยการศึกเพื่อปราบการดิ้นรนเพื่อเสรีภาพของขบวนการโซลิดาริตีในปีพ.ศ. 2524 ) มีการก่อตั้งสาธารณรัฐโปแลนด์ที่ 3 (Third Polish Republic) ในปัจจุบัน ตามด้วยการร่างรัฐธรรมนูญใหม่ในปี พ.ศ. 2540 ในปี พ.ศ. 2542 โปแลนด์ได้เข้าร่วมองค์การนาโต และในปี พ.ศ. 2547 ได้เข้าเป็นส่วนหนึ่งของสหภาพยุโรป,HARD,True,0.6
ราษฎรเรียกสมเด็จพระเจ้าอุทุมพร ว่าอะไร?,"สมเด็จพระเจ้าอุทุมพร มีพระนามเดิมว่า<b data-parsoid='{""dsr"":[2577,2597,3,3]}'>เจ้าฟ้าอุทุมพร ราษฎรเรียกว่าเจ้าฟ้าดอกมะเดื่อ[3] เป็นพระราชโอรสพระองค์เล็ก (ลำดับที่ 8) ในสมเด็จพระเจ้าอยู่หัวบรมโกศ อันประสูติแต่กรมหลวงพิพิธมนตรี (พระพันวัสสาน้อย) บุตรีของนายทรงบาศซึ่งเป็นเจ้าพระบำเรอภูธร เชื้อสายพราหมณ์เมืองเพชรบุรีในรัชกาลสมเด็จพระเจ้าเสือแห่งกรุงศรีอยุธยา[4] ในคำให้การชาวกรุงเก่า ระบุว่าพระองค์มีพระเชษฐาและพระเชษฐภคินีร่วมพระมารดา 7 พระองค์ ได้แก่ เจ้าฟ้าประชาวดี เจ้าฟ้าประภาวดี เจ้าฟ้าพินทวดี เจ้าฟ้ากษัตรีย์ สมเด็จพระที่นั่งสุริยาศน์อมรินทร์ (กรมขุนอนุรักษ์มนตรี) เจ้าฟ้าจันทรวดี และเจ้าฟ้านุ่ม[5] สาเหตุที่พระนามว่า เจ้าฟ้าดอกเดื่อ หรือ เจ้าฟ้าอุทุมพร เพราะสมเด็จพระเจ้าอยู่หัวบรมโกศทรงสุบินเมื่อก่อนเจ้าฟ้าดอกเดื่อจะประสูติว่า ทรงได้ดอกมะเดื่อซึ่งเป็นของที่หายากยิ่งในโลก จึงทรงนำพระสุบินมาพระราชทานเป็นพระนามของ เจ้าฟ้าดอกเดื่อ[6]","ভ্লাদিমির ইলিচ লেনিন ১৮৭০ সালে ২২শে এপ্রিল জার শাসিত রাশিয়ার সিমবির্স্ক শহরে জন্ম গ্রহণ করেন। তাঁর প্রকৃত নাম ছিল ভ্লাদিমির ইলিচ উলিয়ানভ। ভল্গা নদীর তীরবর্তী সিমবির্স্ক নামক ছোট শহরটি রাজধানী সেন্ট পিটার্সবার্গ থেকে ১,৫০০ মাইল দুরত্বে অবস্থিত ছিল। ভ্লাদিমির ইলিচ-এর পিতা ল্যা নিকোলয়েভিচ্ উলিয়ানভ ছিলেন একজন বিদ্যালয় পরিদর্শক এবং গণতন্ত্রবাদ-এর কট্টর সমর্থক। তাঁর মা মারিয়া আলেক্সান্ড্রাভনা উলিয়ানভা ছিলেন এক প্রথিতযশা চিকিত্সকের বিদুষী কন্যা এবং একজন বিশিষ্ট শিক্ষিকা। পিতামাতা-র বিচার বিবেচনা,লেনিন এবং তাঁর ভাইবোন দের মধ্যে গভীর ভাবে প্রভাব বিস্তার করেছিল। তাঁর দাদা আলেক্সান্ডার কে জার হত্যার ষড়যন্ত্রের অপরাধে ফাঁসি দেওয়া হয়। বিপ্লবী অ্যানা ইলিচনিনা ছিলেন লেনিন-এর বোন এবং সহযোদ্ধা।",EASY,False,0.5
วัดขนอน ได้ขึ้นทะเบียนทางยูเนสโก เป็นมรดกโลกเมื่อวันที่เท่าไหร่?,"วัดขนอน [ขะ-หฺนอน] เป็นวัดสำคัญแห่งหนึ่งของประเทศไทย จัดเป็นวัดที่อนุรักษ์ศิลปะวัฒนธรรมการแสดงหนังใหญ่ และได้รับรางวัลการขึ้นทะเบียนทางยูเนสโก เป็นมรดกทางวัฒนธรรมโลกของภูมิภาคเอเชียแปซิฟิก (ACCU) เมื่อ มิถุนายน พ.ศ. 2550 และวันที่ 8 มิถุนายน 2550 ทางคณะกรรมการผู้เชี่ยวชาญของยูเนสโกประกาศให้ ""การสืบทอดและฟื้นฟูหนังใหญ่วัดขนอน"" ได้รับการยกย่องให้เป็น 1 ใน 6 ชุมชนดีเด่นของโลกที่มีผลงานในการอนุรักษ์ฟื้นฟูมรดกวัฒนธรรมเชิงนามธรรม (The safeguarding of Intagible Cultural Heritage: ICH)","Afrikan tähti on Kari Mannerlan laatima suomalainen lautapeli, jossa pelaajien tavoitteena on löytää Afrikan tähti -niminen jalokivi. Mannerla suunnitteli pelin alun perin 19-vuotiaana vähäisen taustatutkimuksen pohjalta. Vuonna 1951 julkaistusta Afrikan tähdestä tuli hyvin suosittu Suomessa, ja sitä on myyty kansainvälisesti yli neljä miljoonaa kappaletta.",HARD,True,0.85
มหาวิทยาลัยเทคโนโลยีราชมงคล เปิดสอนครั้งแรกเมื่อใด ?,"มหาวิทยาลัยเทคโนโลยีราชมงคล จัดตั้งขึ้นเป็นสถาบันอุดมศึกษาระดับปริญญาครั้งแรก เมื่อวันที่ 27 กุมภาพันธ์ พ.ศ. 2518 โดยพระราชบัญญัติวิทยาลัยเทคโนโลยีและอาชีวศึกษา พ.ศ. 2518 ใช้ชื่อว่า “วิทยาลัยเทคโนโลยีและอาชีวศึกษา” และโอนวิทยาลัยเทคนิค วิทยาลัยเกษตรกรรม และวิทยาลัยต่างๆ ในสังกัดกรมอาชีวศึกษา กระทรวงศึกษาธิการ เข้ามาสังกัด ต่อมาพระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรงพระกรุณาโปรดเกล้าฯ พระราชทานนามว่า “ราชมงคล” เมื่อวันที่ 15 กันยายน พ.ศ. 2531 (วันราชมงคล) พร้อมทั้งมีพระราชบัญญัติเปลี่ยนชื่อวิทยาลัยเทคโนโลยีและอาชีวศึกษาเป็นสถาบันเทคโนโลยีราชมงคล พ.ศ. 2532 ทำให้วิทยาลัยเทคโนโลยีและอาชีวศึกษา ได้รับการเปลี่ยนชื่อใหม่เป็น ""สถาบันเทคโนโลยีราชมงคล""",جمعية الرياضيات الأوروبية (بالإنجليزية: European Mathematical Society ؛ بالفرنسية: Société mathématique européenne) هي هيئة تم تأسيسها سنة 1990 في بولندا بهدف تنمية وتطوير وإحاطة كل ما يتعلق بمجال الرياضيات في أوروبا.[1][2][3] تتكون هذه الهيئة من أكثر من 50 جمعية عضو لمختلف دول أوروبا وكذلك تقبل في صفوفها الشخصيات الفردية.,HARD,True,0.85
นักฟุตบอลจะมีหมายเลขอยู่ด้านหลังของเสื้อ โดยทีมแรกจะสวมเสื้อตั้งแต่หมายเลข 1 ถึง 11 เพื่อให้พอสอดคล้องกับตำแหน่งใช่หรือไม่?,โดยปกติแล้วนักฟุตบอลจะมีหมายเลขอยู่ด้านหลังของเสื้อ โดยทีมแรกจะสวมเสื้อตั้งแต่หมายเลข 1 ถึง 11 เพื่อให้พอสอดคล้องกับตำแหน่งการเล่น แต่ในระดับอาชีพแล้ว หมายเลขของผู้เล่นเข้าใหม่มักจะถูกกำหนดจากหมายเลขของผู้เล่นคนอื่นในทีม ซึ่งผู้เล่นแต่ละคนในทีมจะถูกกำหนดหมายเลขตายตัวในฤดูกาลนั้น ๆ สโมสรอาชีพมักจะแสดงนามสกุลหรือชื่อเล่นบนเสื้อ อาจจะอยู่เหนือ (มีบางครั้งที่อยู่ต่ำกว่า) หมายเลขเสื้อ,กฐิน (บาลี: กน) เป็นศัพท์ในพระวินัยปิฎกเถรวาท เป็นชื่อเรียกผ้าไตรจีวรที่พระพุทธเจ้าทรงอนุญาตให้ภิกษุผู้อยู่จำพรรษาครบ 3 เดือนแล้ว สามารถรับมานุ่งห่มได้ [1] โดยคำว่าการทอดกฐิน หรือการกรานกฐิน จัดเป็นสังฆกรรมประเภทหนึ่งตามพระวินัยบัญญัติเถรวาทที่มีกำหนดเวลา คือพระสงฆ์สามารถกระทำสังฆกรรมนี้ได้นับแต่วันแรม 1 ค่ำ เดือน 11 ไปจนถึงวันขึ้น 15 ค่ำ เดือน 12 เท่านั้น โดยมีวัตถุประสงค์สำคัญคือสร้างความสามัคคีในหมู่คณะสงฆ์ และอนุเคราะห์ภิกษุผู้ทรงคุณที่มีจีวรชำรุด ดังนั้นกฐินจึงจัดเป็นเรื่องเกี่ยวกับสังฆกรรมของพระสงฆ์โดยจำเพาะ ซึ่งนอกจากในพระวินัยฝ่ายเถรวาทแล้ว กฐินยังมีในฝ่ายมหายานบางนิกายอีกด้วย แต่จะมีข้อกำหนดแตกต่างจากพระวินัยเถรวาท[2],HARD,True,0.7
หม่อมราชวงศ์สุขุมพันธุ์ บริพัตร เกิดเมื่อไหร่?,รองศาสตราจารย์[1] หม่อมราชวงศ์สุขุมพันธุ์ บริพัตร (22 กันยายน 2495 -) ผู้ว่าราชการกรุงเทพมหานครคนที่ 15 อดีตรองหัวหน้าพรรคประชาธิปัตย์ และอดีตรัฐมนตรีช่วยว่าการกระทรวงการต่างประเทศ,"Afrikan tähti on Kari Mannerlan laatima suomalainen lautapeli, jossa pelaajien tavoitteena on löytää Afrikan tähti -niminen jalokivi. Mannerla suunnitteli pelin alun perin 19-vuotiaana vähäisen taustatutkimuksen pohjalta. Vuonna 1951 julkaistusta Afrikan tähdestä tuli hyvin suosittu Suomessa, ja sitä on myyty kansainvälisesti yli neljä miljoonaa kappaletta.",HARD,True,0.85
รถรุ่นก่อนหน้า ซูบารุ อิมเพรสซ่า  คืออะไร?,"ซูบารุ อิมเพรสซ่า (English: Subaru Impreza) เป็นรถยนต์นั่งขนาดเล็ก (Compact Car) ผลิตโดยซูบารุ เริ่มผลิตและเปิดตัวเมื่อเดือนตุลาคมปี พ.ศ. 2535 เพื่อแข่งขันกับรถยนต์ Compact Car ยอดนิยมของญี่ปุ่นและของโลก เช่น Toyota Corolla ,Nissan Sunny ,Honda Civic ,Mitsubishi Lancer และ Mazda Familia หรือ 323 เป็นต้น โดยเข้ามาทดแทนรถ Compact Car รุ่นเก่า ซูบารุ ลีออน และซูบารุยังส่งอิมเพรสซ่าไปแข่งขันในการแข่งขันเวิลด์แรลลี่แชมเปี้ยนชิพ อีกด้วยมีคู่แข่งในสมัยเดียวกัน เช่น แลนเซีย, มิตซูบิชิ, โตโยต้า, ฟอร์ด, นิสสัน, มาสด้า, ซีตรอง, และ เปอโยต์ จนคว้าแชมป์เวิลด์แรลลี่แชมเปี้ยนชิพในประเภทผู้ผลิตติดต่อกัน 3 ปีซ้อน (พ.ศ. 2538-2540) และได้รับถ้วยรางวัลประดับสำนักงานใหญ่ย่านชินจูกุ กรุงโตเกียวหลายครั้งอีกด้วย","Afrikan tähti on Kari Mannerlan laatima suomalainen lautapeli, jossa pelaajien tavoitteena on löytää Afrikan tähti -niminen jalokivi. Mannerla suunnitteli pelin alun perin 19-vuotiaana vähäisen taustatutkimuksen pohjalta. Vuonna 1951 julkaistusta Afrikan tähdestä tuli hyvin suosittu Suomessa, ja sitä on myyty kansainvälisesti yli neljä miljoonaa kappaletta.",HARD,True,0.6
เมืองหลวงของบรูไนคือ?,"ประเทศบรูไนประกอบด้วย 2 ส่วนที่ไม่ติดกันคือด้านตะวันตกและด้านตะวันออกโดยที่ประชากรร้อยละ 97 อาศัยอยู่ในส่วนด้านตะวันตก และมีประชากรเพียงประมาณ 10,000 คนที่อาศัยอยู่ในด้านตะวันออก ซึ่งมีภูเขาเป็นจำนวนมาก และเป็นที่ตั้งของเขตเติมบูรง เมืองหลัก ๆ ของบรูไนคือเมืองหลวงบันดาร์เซอรีเบอกาวัน เมืองท่ามัวรา และเซอเรีย","ভ্লাদিমির ইলিচ লেনিন ১৮৭০ সালে ২২শে এপ্রিল জার শাসিত রাশিয়ার সিমবির্স্ক শহরে জন্ম গ্রহণ করেন। তাঁর প্রকৃত নাম ছিল ভ্লাদিমির ইলিচ উলিয়ানভ। ভল্গা নদীর তীরবর্তী সিমবির্স্ক নামক ছোট শহরটি রাজধানী সেন্ট পিটার্সবার্গ থেকে ১,৫০০ মাইল দুরত্বে অবস্থিত ছিল। ভ্লাদিমির ইলিচ-এর পিতা ল্যা নিকোলয়েভিচ্ উলিয়ানভ ছিলেন একজন বিদ্যালয় পরিদর্শক এবং গণতন্ত্রবাদ-এর কট্টর সমর্থক। তাঁর মা মারিয়া আলেক্সান্ড্রাভনা উলিয়ানভা ছিলেন এক প্রথিতযশা চিকিত্সকের বিদুষী কন্যা এবং একজন বিশিষ্ট শিক্ষিকা। পিতামাতা-র বিচার বিবেচনা,লেনিন এবং তাঁর ভাইবোন দের মধ্যে গভীর ভাবে প্রভাব বিস্তার করেছিল। তাঁর দাদা আলেক্সান্ডার কে জার হত্যার ষড়যন্ত্রের অপরাধে ফাঁসি দেওয়া হয়। বিপ্লবী অ্যানা ইলিচনিনা ছিলেন লেনিন-এর বোন এবং সহযোদ্ধা।",HARD,True,0.6
เดอะพาวเวอร์พัฟฟ์เกิลส์ เริ่มออกอากาศคร้งแรกเมื่อไหร่?,เดอะพาวเวอร์พัฟฟ์เกิลส์ (English: The Powerpuff Girls) เป็นการ์ตูนจากสหรัฐอเมริกา เขียนโดย เคร็ก แมคแครกเกน เริ่มออกอากาศทางการ์ตูนเน็ตเวิร์ก โดยในภาคแรกได้ออกอากาศในวันที่ 18 พฤศจิกายน พ.ศ. 2541 (ค.ศ. 1998) ถึง มีนาคม พ.ศ. 2548 (ค.ศ. 2005) โดยภาคแรกนั้นปัจจุบันยังคงฉายที่ช่องบูมเมอร์แรง(ไทย) แต่ในปี 2559 ได้มีการนำมาสร้างอีกครั้ง โดยปัจจุบันฉายที่ช่องการ์ตูนเน็ตเวิร์ก ทางทรูวิชันส์,جمعية الرياضيات الأوروبية (بالإنجليزية: European Mathematical Society ؛ بالفرنسية: Société mathématique européenne) هي هيئة تم تأسيسها سنة 1990 في بولندا بهدف تنمية وتطوير وإحاطة كل ما يتعلق بمجال الرياضيات في أوروبا.[1][2][3] تتكون هذه الهيئة من أكثر من 50 جمعية عضو لمختلف دول أوروبا وكذلك تقبل في صفوفها الشخصيات الفردية.,HARD,True,0.85
สตีเวน จอร์จ เจอร์ราร์ด ปัจจุบันสังกัดอยู่ทีมได?,สตีเวน จอร์จ เจอร์ราร์ด เอ็มบีอี (English: Steven George Gerrard; เกิดวันที่ 30 พฤษภาคม ค.ศ. 1980) เป็นอดีตนักฟุตบอลและผู้จัดการทีมชาวอังกฤษ ปัจจุบันเป็นผู้จัดการทีมเรนเจอส์ สโมสรฟุตบอลในสกอตติชพรีเมียร์ชิป[4],"Afrikan tähti on Kari Mannerlan laatima suomalainen lautapeli, jossa pelaajien tavoitteena on löytää Afrikan tähti -niminen jalokivi. Mannerla suunnitteli pelin alun perin 19-vuotiaana vähäisen taustatutkimuksen pohjalta. Vuonna 1951 julkaistusta Afrikan tähdestä tuli hyvin suosittu Suomessa, ja sitä on myyty kansainvälisesti yli neljä miljoonaa kappaletta.",HARD,True,0.6
ส่วนใดของฝิ่น เป็นยาเสพติด ?,ฝิ่น (Opium) เป็นสารประกอบชนิดหนึ่ง ซึ่งได้จากยางของผลฝิ่น ในเนื้อฝิ่นมีสารเคมีผสมอยู่มากมายประกอบด้วย โปรตีน เกลือแร่ ยางและกรดอินทรีย์เป็นแอลคะลอยด์ (Alkaloid) ซึ่งเป็นตัวการสำคัญ ที่ทำให้ฝิ่นกลายเป็นสารเสพติดให้โทษร้ายแรง ออกฤทธิ์กดระบบประสาท จัดเป็นยาเสพติดให้โทษประเภท 2 ตามพระราชบัญญัติยาเสพติดให้โทษ พ.ศ. 2522 โดยผู้ที่เสพจะมีอาการจิตใจเลื่อนลอย ง่วง ซึม แก้วตาหรี่ พูดจาวกวน ความคิดเชื่องช้า ไม่รู้สึกหิว ชีพจรเต้นช้า,"ভ্লাদিমির ইলিচ লেনিন ১৮৭০ সালে ২২শে এপ্রিল জার শাসিত রাশিয়ার সিমবির্স্ক শহরে জন্ম গ্রহণ করেন। তাঁর প্রকৃত নাম ছিল ভ্লাদিমির ইলিচ উলিয়ানভ। ভল্গা নদীর তীরবর্তী সিমবির্স্ক নামক ছোট শহরটি রাজধানী সেন্ট পিটার্সবার্গ থেকে ১,৫০০ মাইল দুরত্বে অবস্থিত ছিল। ভ্লাদিমির ইলিচ-এর পিতা ল্যা নিকোলয়েভিচ্ উলিয়ানভ ছিলেন একজন বিদ্যালয় পরিদর্শক এবং গণতন্ত্রবাদ-এর কট্টর সমর্থক। তাঁর মা মারিয়া আলেক্সান্ড্রাভনা উলিয়ানভা ছিলেন এক প্রথিতযশা চিকিত্সকের বিদুষী কন্যা এবং একজন বিশিষ্ট শিক্ষিকা। পিতামাতা-র বিচার বিবেচনা,লেনিন এবং তাঁর ভাইবোন দের মধ্যে গভীর ভাবে প্রভাব বিস্তার করেছিল। তাঁর দাদা আলেক্সান্ডার কে জার হত্যার ষড়যন্ত্রের অপরাধে ফাঁসি দেওয়া হয়। বিপ্লবী অ্যানা ইলিচনিনা ছিলেন লেনিন-এর বোন এবং সহযোদ্ধা।",HARD,True,0.6
พระเมกุฏิสุทธิวงศ์ เกิดในยุคสมัยใด?,"พระเป็นเจ้าแม่กุ[1] (ตำนานพื้นเมืองเชียงใหม่) พระเมกุฏิสุทธิวงศ์ (พงศาวดารโยนก) พญาเมกุ หรือ<b data-parsoid='{""dsr"":[1268,1287,3,3]}'>เจ้าขนานแม่กุ[4] ส่วนพม่าเรียกว่า ยูนบะหยิ่น (Burmese: ယွန်းဘုရင်, Yun Bayin ""กษัตริย์ของชาวโยน""), พระสัง[5] หรือ พระสาร[6] เป็นอดีตเจ้านายเมืองนาย และเป็นพระเจ้าเชียงใหม่ผู้สืบเชื้อสายมาจากพญามังราย ภายหลังอาณาจักรล้านนาได้พ่ายแพ้แก่พม่าในรัชสมัยพระเจ้าบุเรงนอง พระเมกุฏิสุทธิวงศ์จึงถูกนำไปเป็นองค์ประกันในพม่าก่อนพิราลัยที่นั่นด้วยโรคบิด[5]","Afrikan tähti on Kari Mannerlan laatima suomalainen lautapeli, jossa pelaajien tavoitteena on löytää Afrikan tähti -niminen jalokivi. Mannerla suunnitteli pelin alun perin 19-vuotiaana vähäisen taustatutkimuksen pohjalta. Vuonna 1951 julkaistusta Afrikan tähdestä tuli hyvin suosittu Suomessa, ja sitä on myyty kansainvälisesti yli neljä miljoonaa kappaletta.",HARD,True,0.85
ศาสตราจารย์ ศิลป์ พีระศรี ได้สัญชาติไทยเพราะอะไร ?,"ในสมัยสงครามโลกครั้งที่ 2 พ.ศ. 2485 ประเทศอิตาลียอมจำนนต่อฝ่ายสัมพันธมิตร ชาวอิตาลี ในประเทศไทยจึงตกอยู่ภายใต้การควบคุมตัวของญี่ปุ่น เนื่องจากฝ่ายญี่ปุ่นเองต้องการสืบให้ทราบว่าชาวอิตาลีกลุ่มนี้ภักดีต่อกษัตริย์แห่งราชวงศ์ซาวอยผู้ซึ่งประกาศยอมจำนนต่อฝ่ายสัมพันธมิตรหรือสนับสนุนฝ่ายสาธารณรัฐสังคมนิยมอิตาลีที่ประกาศขอสู้ต่อกันแน่ ทำให้ศาสราจารย์คอร์ราโดเองก็ถูกควบคุมตัวไว้เช่นกัน แต่รัฐบาลไทยได้เล็งเห็นถึงความสามารถท่านและได้ขอควบคุมตัวศาสตราจารย์คอร์ราโด เฟโรจีเอาไว้เองเพื่อคุ้มครองท่านไว้ ไม่ต้องไปถูกเกณฑ์เป็นเชลยศึกให้สร้าง ทางรถไฟสายมรณะ และสะพานข้ามแม่น้ำแคว เมืองกาญจนบุรี โดยหลวงวิจิตรวาทการ ได้ดำเนินการทำเรื่องราวขอโอนสัญชาติจากอิตาเลียนมาเป็นสัญชาติไทย โดยเปลี่ยนชื่อของท่านจากนายคอร์ราโด เฟโรจีให้มาเป็น ""นายศิลป์ พีระศรี"" นับแต่นั้นเป็นต้นมา","ভ্লাদিমির ইলিচ লেনিন ১৮৭০ সালে ২২শে এপ্রিল জার শাসিত রাশিয়ার সিমবির্স্ক শহরে জন্ম গ্রহণ করেন। তাঁর প্রকৃত নাম ছিল ভ্লাদিমির ইলিচ উলিয়ানভ। ভল্গা নদীর তীরবর্তী সিমবির্স্ক নামক ছোট শহরটি রাজধানী সেন্ট পিটার্সবার্গ থেকে ১,৫০০ মাইল দুরত্বে অবস্থিত ছিল। ভ্লাদিমির ইলিচ-এর পিতা ল্যা নিকোলয়েভিচ্ উলিয়ানভ ছিলেন একজন বিদ্যালয় পরিদর্শক এবং গণতন্ত্রবাদ-এর কট্টর সমর্থক। তাঁর মা মারিয়া আলেক্সান্ড্রাভনা উলিয়ানভা ছিলেন এক প্রথিতযশা চিকিত্সকের বিদুষী কন্যা এবং একজন বিশিষ্ট শিক্ষিকা। পিতামাতা-র বিচার বিবেচনা,লেনিন এবং তাঁর ভাইবোন দের মধ্যে গভীর ভাবে প্রভাব বিস্তার করেছিল। তাঁর দাদা আলেক্সান্ডার কে জার হত্যার ষড়যন্ত্রের অপরাধে ফাঁসি দেওয়া হয়। বিপ্লবী অ্যানা ইলিচনিনা ছিলেন লেনিন-এর বোন এবং সহযোদ্ধা।",HARD,True,0.85
ไตรจีวร จะทำการทอดในเทศกาลใด ?,กฐิน (บาลี: กน) เป็นศัพท์ในพระวินัยปิฎกเถรวาท เป็นชื่อเรียกผ้าไตรจีวรที่พระพุทธเจ้าทรงอนุญาตให้ภิกษุผู้อยู่จำพรรษาครบ 3 เดือนแล้ว สามารถรับมานุ่งห่มได้ [1] โดยคำว่าการทอดกฐิน หรือการกรานกฐิน จัดเป็นสังฆกรรมประเภทหนึ่งตามพระวินัยบัญญัติเถรวาทที่มีกำหนดเวลา คือพระสงฆ์สามารถกระทำสังฆกรรมนี้ได้นับแต่วันแรม 1 ค่ำ เดือน 11 ไปจนถึงวันขึ้น 15 ค่ำ เดือน 12 เท่านั้น โดยมีวัตถุประสงค์สำคัญคือสร้างความสามัคคีในหมู่คณะสงฆ์ และอนุเคราะห์ภิกษุผู้ทรงคุณที่มีจีวรชำรุด ดังนั้นกฐินจึงจัดเป็นเรื่องเกี่ยวกับสังฆกรรมของพระสงฆ์โดยจำเพาะ ซึ่งนอกจากในพระวินัยฝ่ายเถรวาทแล้ว กฐินยังมีในฝ่ายมหายานบางนิกายอีกด้วย แต่จะมีข้อกำหนดแตกต่างจากพระวินัยเถรวาท[2],ไตรจีวร คือ ผ้าจีวร ๓ ผืน คนไทยเรียกสั้นๆ ว่า ผ้าไตร เป็นชื่อเรียกผ้านุ่งผ้าห่มที่พระสงฆ์ใช้สอย หมายถึงผ้า 3 ผืน ซึ่งมีทั้งผ้านุ่งและผ้าห่ม อันได้แก่ สังฆาฏิ (ผ้าพาดบ่า) อุตราสงค์ (ผ้าจีวรสำหรับห่ม) และอันตรวาสก (ผ้าสบงสำหรับนุ่ง) แต่นิยมเรียกรวมกันว่า ไตรจีวร ไตรจีวรเป็นปัจจัยหรือบริขารของพระสงฆ์อย่างหนึ่งในจำนวน 8 อย่าง,HARD,True,0.6
