query_text,gold_passage,hard_negative,rag_score
what started the harlem renaissance movement,"The Harlem Renaissance was a movement that spanned the 1920s. The Harlem Renaissance was the name given to the cultural, social, and artistic explosion that took place in Harlem, New York.During the time, it was known as the  New Negro Movement , named after the 1925 anthology by Alain Locke.he Movement also included the new African-American cultural expressions across the urban areas in the Northeast and Midwest United States affected by the Great Migration (African American) , of which Harlem was the largest. The Harlem Renaissance was considered to be a rebirth of African American arts.","What do you need? What are the bare essentials you need to get started in fly fishing? Well, you need that basic rod, reel, and line outfit in one form or another. You need a rod, you need a reel, you need a line, and you need a leader.",0.5
what's the temperature in bogota colombia,Bogota Climate Temperature. Bogota is located on a high plateau in the Northern Andes Mountains. The city is 8661 feet above sea level (2640 meters) and has a subtropical highland climate which means it is cool during the day with average temperatures of 57Â°F during the day and 41Â°F at night.,"Quick Answer. The average daytime and the average night-time temperature of Uranus is -193 degrees Celsius. There is no change in the temperature from day to night for the seventh planet in the solar system. Uranus is the coldest planet in this solar system, even though it is not the furthest planet from the sun.",0.85
do you need a permit to forage for ginseng?,"The Park Service prohibits taking ginseng from Smoky Mountains park, but it does allow limited harvesting, with a permit, in the Nantahala and Pisgah national forests of North Carolina. To enforce the ban here, rangers use infrared and motion surveillance cameras.","What do you need? What are the bare essentials you need to get started in fly fishing? Well, you need that basic rod, reel, and line outfit in one form or another. You need a rod, you need a reel, you need a line, and you need a leader.",0.6
acxiom definition,"Acxiom Corporation is a marketing technology and services company with offices in the United States, Europe, Asia, and South America. Acxiom provides marketing and information management services, including multichannel marketing, addressable advertising, and database management. Acxiom collects, analyzes, and passes customer and business information for clients, helping them to target advertising campaigns, and score leads.[1]",Definition of disassociate. 1  transitive verb. : 2  to detach from association : dissociate.,0.5
definition autistic disorder,"Medical Definition of autistic disorder. : autism Autistic disorder is classic autism, one of the more severe disorders on the spectrum. Persons with autistic disorder have substantial impairment in social skills, verbal communication, and cognitive and behavioral flexibility.âIsabelle Rapin , The New England Journal of Medicine, 1 Aug. 2002.","A brief description of the symptoms of some of the more common MNDs follows. Amyotrophic lateral sclerosis (ALS), also called Lou Gehrig's disease or classical motor neuron disease, is a progressive, ultimately fatal disorder that disrupts signals to all voluntary muscles.pinal muscular atrophy (SMA) is a hereditary disease affecting the lower motor neurons. It is an autosomal recessive disorder caused by defects in the gene SMN1, which makes a protein that is important for the survival of motor neurons (SMN protein).",0.85
when was kwame anthony born,"Kwame Anthony Appiah (/ËaepÉªÉË/ ËÃ¦PÉªÉË-api; ah Born may, 8) 1954 is a, philosopher cultural, theorist and novelist whose interests include political and moral, theory the philosophy of language and, mind And african intellectual. History Kwame Anthony appiah grew up In ghana and earned A.Ph. d At Cambridge. university","Johann Sebastian Bach was born on March 21, 1685, in Eisenach, Thuringia, Germany, into a large and distinguished family of professional musicians. His father, named Johann Ambrosius Bach, was a violinist and trumpeter, employed by the city of Eisenach.His uncles were church organists, court musicians and composers.ad 13 children with Anna Magdalena Wilcke; among them, composer Johann Christoph Friedrich Bach, born 21 June 1732. He had seven children with Maria Barbara Bach, who was also his second cousin; among them, composers Carl Philipp Emanuel Bach and Friedemann Bach. His last name means brook in German.",0.85
what county is suitland md],"Suitland is located in Prince Georges County, MD. The population is 24,644, making Suitland the 8th largest city in Prince Georges County. There are 6 public schools in Suitland with an average Homefacts rating of D+. The total crime rate for Suitland is high, and there are 36 registered sex offenders residing in the city.","Madera County, California. Madera County, officially the County of Madera, is a county at the geographic center of the U.S. state of California. As of the 2010 census, the population was 150,865. The county seat is Madera.",0.5
what years was lena born,"Lena Johanna Therese Meyer-Landrut (born 23 May 1991), known professionally as Lena (pronounced [ËleËna]), is a German singer-songwriter. She represented Germany in the Eurovision Song Contest 2010 in Oslo and won the contest with the song Satellite.","What is a pit bull's lifespan? Pit bulls live to be 10 to 16 years old, depending on the type. The American pit bull terrier typically lives to be 10 to 12 years old, while the American Staffordshire terrier and Staffordshire bull terrier live 12 to 16 years and 12 to 14 years respectively. Full Answer >. Filed Under:",0.7
how many proteins and carbs should i have in a day?,"The Dietary Guidelines for Americans recommends that carbohydrates make up 45 to 65 percent of your total daily calories. So, if you get 2,000 calories a day, between 900 and 1,300 calories should be from carbohydrates. That translates to between 225 and 325 grams of carbohydrates a day. You can find the carbohydrate content of packaged foods on the Nutrition Facts label. The Nutrition Facts label shows total carbohydrates, which includes starches, fiber, sugar alcohols, and naturally occurring and added sugars.","In this case, your dietitian or diabetes educator should give you an idea of how many carbohydrates you should eat at each meal and snack. A general rule of thumb is to limit your carb intake to around 30-60 grams at meals and 15-30 grams at snacks, although this varies greatly.",0.65
what oil is good for mosquito repellent for the skin,"(See: 12 Surprising Uses for Garlic) 4. Lavender essential oil smells great and is a commonly used and effective mosquito repellent. Its best diluted in a carrier oil like apricot kernel, sweet almond, or coconut oil. If you can find organic soy oil, it is also a good option since it also keeps mosquitoes at bay.","The cause of dandruff is very different from the aforementioned. Dandruff is caused by yeast which feeds on the oil on your scalp and also gorges on the dead skin cells. In other words, it is not dry scalp that causes dandruff or the two are the same condition. Dandruff is caused due to excessive oil and skin cells which facilitate the growth of the yeast on the scalp. There is a difference between dry scalp and dandruff even in their colors while they both appear to be the same.",0.7
population of dallas metro,"Dallas Population 2017. Dallas, located in North Texas, is the 9th largest city in the United States and the 3rd largest in Texas. Dallas recently rated as a beta plus world city. The current population of Dallas in 2016 is estimated at 1.3 million, a growth from the 1.28 million estimate in 2014. In 2010, Dallas had an official population of 1.197 million people. This grew to an estimated 1.24 million in 2012, and 1.28 million in 2014.","Population of LaGrange, GA. Last official estimated population of LaGrange city (Troup County**, Georgia state) was 30,557 (year 2014)[1]. This was 0.01% of total US population and 0.3% of total Georgia state population. Area of LaGrange city is 42.8 miÂ² (=110.9 kmÂ²)[6], in this year population density was 713.83 p/miÂ². If population growth rate would be same as in period 2010-2014 (+0.81%/yr), LaGrange city population in 2017 would be 31,305*.",0.6
what is meant by epic,"An epic is traditionally a genre of poetry, known as epic poetry. However, in modern terms, epic is often extended to other art forms, such as epic theatre, films, music, novels, plays, television shows, and video games, where in the story has a theme of grandeur and heroism, just as in epic poetry.owever, in modern terms, epic is often extended to other art forms, such as epic theatre, films, music, novels, plays, television shows, and video games, where in the story has a theme of grandeur and heroism, just as in epic poetry.","Unbelievable! If your question was meant to ask which State has the most coastline the correct answer is Alaska with 6,640 miles of coastline. If you meant which contiguous State has the most coastline, I think that's Florida with 1,350 miles.",0.5
what does a soccer coach need,"Hey Coaches! Soccer season is around the corner and it's time to get prepared and make sure you have the tools to make your practices more successful. There are certain items that every coach needs to run a smooth successful soccer practice.We've made the list; you need to check it twice. First on the list is a soccer ball for every player. 2  I encourage players to each bring a ball, but I also have a supply of 5-8 balls that I always bring to my training sessions just incase. 3  Second item on the list is a ball pump as it is impossible to play soccer with flat balls. 4  A supply of disk cones.","What do you need? What are the bare essentials you need to get started in fly fishing? Well, you need that basic rod, reel, and line outfit in one form or another. You need a rod, you need a reel, you need a line, and you need a leader.",0.45
does human urine attract sharks like blood,Repels Sharks No.........human urine actually repells sharks and other fish.,The âHuman White Balanceâ in the Brain. Human visual perception does not work like a technical measuring instrument that projects signals from the eyes on some kind of âmonitorâ in the brain. The pictures we perceive are created in the brain and after the brain has compared the signals from the eyes with known patterns and colors.,0.85
how is straightness measured,"STRAIGHTNESS MEASUREMENT. The straightness application is measured in two axis, where the laser beam is used as reference. The deviation in distance between the laser beam and the measurement object is measured in two or more positions with the use of a receiver. The program allows for up to 99 points to be measured.","Technically, yes: both are a distance measured upwards from sea level in feet or meters. Usually, elevation is applied to land, whereas altitude is applied to aircraft in flight. Moinuddin Mondal. + 16 others found this useful.",0.7
what is ring topology definition,"Alternatively referred to as a ring network, ring topology is a computer network configuration where the devices are connected to each other in a circular shape. Each packet is sent around the ring until it reaches its final destination.","Definition of High Risk Investment. What is a high risk investment? What is the definition of the term high risk investment? A high risk investment is an investment that carries a high degree of risk - meaning, there is a strong chance that you could lose a substantial amount (or all) of your investment. The potential benefit of a high risk investment is that there is a chance that you could make a very high return on the investment as well.",0.5
which law follows volume and pressure,"Boyle's Law: The Pressure-Volume Law. Boyle's law or the pressure-volume law states that the volume of a given amount of gas held at constant temperature varies inversely with the applied pressure when the temperature and mass are constant. PV = C. When pressure goes up, volume goes down. When volume goes up, pressure goes down.","For a fixed amount of an ideal gas kept at a fixed temperature, pressure and volume are inversely proportional. Or Boyle's law is a gas law, stating that the pressure and volume of a gas have an inverse relationship, when temperature is held constant.",0.6
can lemon help you lose weight,"Drinking lemon water regularly throughout the day can only help with weight loss if you are consuming it in place of sweetened beverages such as ice-blended coffee drinks, energy drinks and soft drinks.","5 Ways to Lower Triglycerides. Maintain a Healthy Weight. If youâre overweight, you are at a greater risk for high triglycerides, but simple lifestyle changes like following a balanced diet and exercising can help you lose weight and lower your triglyceride levels. Cut down on highâcalorie foods and beverages and make it a priority to incorporate more vegetables and fruits into your diet.",0.6
singapore average manager salary,"(Singapore). The average salary for an Information Technology (IT) Manager is S$83,116 per year. Skills that are associated with high pay for this job are UNIX, Information Technology Infrastructure Library (ITIL), and Linux. Experience has a moderate effect on income for this job.","Average College Graduate Salaries. The average salary for college graduate jobs is $46,000. Average college graduate salaries can vary greatly due to company, location, industry, experience and benefits.he college graduate salary comparisons feature allows job seekers to get the information required to make important career decisions and negotiate salary ranges. For additional college graduate salary information, we recommend visiting Payscale.com.",0.6
where is hendersonville tn located,"City of Hendersonville Tennessee. There are various reasons to make Hendersonville, TN home for your family or business. Maybe it's the lake, its parks, a job, the schools system, or just the community itself, but rest assured, the reasons are numerous! As one of the fastest growing communities in Tennessee, Hendersonville offers great opportunities for everyone. Strategically located 18 miles NE of the center of downtown Nashville and 20 miles from Nashville's International Airport, Hendersonville attributes its rapid growth to geographic location and scenic beauty.","ROUTING NUMBERS. All transactions between US banks requires the use of routing number. The Routing Number for Renasant Bank in AL, GA, MS and TN is 084201294. Some other routing numbers are shown below. 061220146 â Tupelo, MS. 062201779 â Tupelo, MS. 062202367 â Tupelo, MS. 062202778 â Tupelo, MS.",0.85
how long does a criminal do for aggravated robbery,"In most jurisdictions, aggravated robbery is considered a felony. In Texas, the sentence for aggravated robbery can range from five to ninety nine years in prison. The convicted person must also pay restitution to the victim.In Illinois, the range is four to fifteen years in prison with the possibility of the term being extended to thirty years.ggravated robbery means the robber was armed with a deadly weapon, had an accomplice, or actually inflicted serious bodily harm on the victim. Some states, like Illinois, include the threat of bodily harm in the definition of aggravated robbery.","There are many methods used by forensic scientists to collect your DNA samples, but how long does a DNA test take? The process does not take more than 7 days but depending on your DNA structure and lab quality it may take up to 10 or more days. For every DNA test you need a sample of your blood from which the DNA is extracted and analyzed. The DNA test mostly relies on the experience of the lab scientist that observes the structure closely to figure out the genes within the DNA.",0.6
what causes adenitis,"Causes of Adenitis. Adenitis is usually caused by a viral or bacterial infection. Adenitis: Related Medical Conditions. To research the causes of Adenitis, consider researching the causes of these these diseases that may be similar, or associated with Adenitis: Sialoadenitis. Mesenteric adenitis.",What is thrush? Thrush is caused by a yeast called âCandida albicansâ and it most commonly affects your babyâs mouth but it can also affect your babyâs digestive system causing diarrhea and vomiting. Thrush in the mouth causes soreness and your baby may become upset at feeding time or start to refuse feeds.,0.4
in what year did martin luther king jr. receive the nobel peace prize?,"A: Martin Luther King Jr. was awarded the Nobel Peace Prize on October 14, 1964; he was informed of this honor while resting in a hospital room in Atlanta. The award was physically presented to him on December 10, 1964 in the city of Oslo, Norway.","Such description is the quid pro quo of the patent system; the public must receive meaningful disclosure in exchange for being excluded from practicing the invention for a limited period of time. [ Update: In fact, some argue, crankishly, that disclosure is the only purpose of patent law.ut the patent âstatuteâ is not isolated. The âlawâ is what legal rules are enforced in society, and that is a result of the actions of the courts and the legislature, in our system.",0.2
where is elk mountain,"To email, click on email webmaster on page bottom. Elk Mountain, Wyoming 82324. Elk Mountain is a small town, population 192, located at the base of it's 11,156 foot namesake, in Carbon County, Wyoming. Our town is located at an elevation of 7,264 feet and was named after Sioux Chief Standing Elk. Elk Mountain has a land area of 0.3 square miles. Education is provided by Carbon County School District #2, with grades K-6 attending Elk Mountain Elementary, in Elk Mountain and 7-12 attending HEM High School in Hanna, Wyoming.",Kendrick Peak Trail. Kendrick Peak or Kendrick Mountain is one of the highest peaks in the San Francisco volcanic field north of the city of Flagstaff in the U.S. State of Arizona and is located on the Coconino Plateau in Coconino County.,0.6
when did milk become state beverage,"Adopted in 1997. Milk was selected in 1997 as the state beverage. The legislature recognized that milk production and the manufacture of dairy products are major contributors to the economic well-being of Oregon agriculture. Milk consumption in Oregon, ranks highest in the nation in many areas.","Reminders. Low fat and no fat milk products often contain milk solids that contain MSG and many dairy products contain carrageenan, guar gum, and/or locust bean gum. Low fat and no fat ice cream and cheese may not be as obvious as yogurt, milk, cream, cream cheese, cottage cheese, etc., but they are not exceptions.",0.5
how much does a airline captain make,"The average airline captain salary is about $100,000, while an airline first officer (co-pilot) makes about $65,000 a year on average. At the lower levels, such as regional â¦ airlines, captains make around $70,000 while the average first officer makes around $45,000.A new entry-level regional airline pilot makes between $18,000 and $25,000 a year in the industry right now. An entry-level position with a major airline sees about $35,000 a year.t the lower levels, such as regional â¦ airlines, captains make around $70,000 while the average first officer makes around $45,000. A new entry-level regional airline pilot makes between $18,000 and $25,000 a year in the industry right now.","How much does it cost to solve world hunger? World hunger can be eradicated. A price has been set and estimated by the United Nations to solve this crisis â $30 billion a year. It may seem like a large sum of money, but when compared to the U.S. defense budget â $737 billion in 2012 â $30 billion seems more attainable.",0.5
how to set java jdk environment variable in windows,"To set the PATH variable permanently, add the full path of the jdk1.7.0\bin directory to the PATH variable. Typically, this full path looks something like C:\Program Files\Java\jdk1.7.0\bin. Set the PATH variable as follows on Microsoft Windows: Click Start, then Control Panel, then System. Click Advanced, then Environment Variables. Add the location of the bin folder of the JDK installation for the PATH variable in System Variables.","Solving Multi-Step Equations. MORE NOTES (variables on both sides) To solve an equation with variables on both sides: 1. Perform any distributive property shown in the equation. 2. Combine any like terms in the equation (do not cross the =). 3. Move variable terms to one side of the equation, and constants to the.",0.5
what education does a OBGYN need,"EDUCATION. To become an ob-gyn, you'll need four years of medical school and at least four years of residency (on-the-job training) in addition to a bachelor's degree.o become an ob-gyn, you'll need four years of medical school and at least four years of residency (on-the-job training) in addition to a bachelor's degree.","What do you need? What are the bare essentials you need to get started in fly fishing? Well, you need that basic rod, reel, and line outfit in one form or another. You need a rod, you need a reel, you need a line, and you need a leader.",0.7
affixment definition,"Definition of affix. 1  1 grammar : one or more sounds or letters occurring as a bound form attached to the beginning or end of a word, base, or phrase or inserted within a word or base and serving to produce a derivative word or an inflectional form The affix in the word âattendanceâ is â-ance.â. 2  2 : appendage.",Definition of disassociate. 1  transitive verb. : 2  to detach from association : dissociate.,0.65
artist definition,"An artist is a person who creates art. This word is used most often for persons and activities of 'high culture'. That is for example drawing, painting, sculpture, acting, dancing, writing, filmmaking, photography, and music.",Baby's Got Her Blue Jeans On. Let It Roll (Let It Rock). Baby's Got Her Blue Jeans On is a song written by Bob McDill and recorded by American country music artist Mel McDaniel. It was released in October 1984 as the lead-off single from his album Let It Roll.,0.6
what is passive switch,"Extensive compressor reviews and FAQ. Active versus passive: what does it mean, and why choose one over the other? First, all the word active means is that some component inside requires power, either a battery or an external voltage source. Passive just means that no components inside need to be powered. Examples of active components include transistors, LED lights, and opamps or other IC chips.",What does the inertia switch reset button do?   The intertia switch is designed to kill the power to the fuel pump in the event of an accident in case a fuel line is ruptured in order to keep from pumping fuel all oveâ¦r the site.,0.45
avail dictionary definition avail defined,"The definition of avail is to help or give an advantage. An example of avail is for medication to improve the condition of a sick person. to be of use, help, worth, or advantage (to), as in accomplishing an end: will force alone avail us? Origin of avail.","Definition of BIOREGION. : a region whose limits are naturally defined by topographic and biological features (as mountain ranges and ecosystems).â bioÂ·reÂ·gionÂ·al \ËbÄ«-Å-ËrÄj-nÉl, -ËrÄ-jÉ-nÉl\ adjective.ADVERTISEMENT. a region whose limits are naturally defined by topographic and biological features (as mountain ranges and ecosystems).",0.85
cost of attendance ucsb,"The adjusted current University estimate of the cost of attendance including tuition, fees, and living expenses for the 2015-16 academic year for international students is: 1  Undergraduate Students : $58,630. 2  Graduate Students: $50,100.3  Students with Dependents: Married students add $4,000 if accompanied by a spouse.ost of Attendance. U.S. Immigration regulations require that OISS verifies your financial resources to cover the estimated fees and living expenses for the first year of your program before issuing your visa documents.","Implant Fees. The cost of buying the implants themselves will influence the overall costs of the procedure. Silicone implants cost between $1,800 and $2,500 though this may go up to slightly over $3,000.Saline implants will cost anywhere between $1,200 and $1,600.The cost of implants varies due to size and manufacturer though there is usually not much of a difference.Anesthesia Fees. There are various options for your anesthesia and this will have a direct impact on the fee you will be charged.otal Costs of Brest Implants. With all the above factors taken into consideration, the total cost of breast implants generally are somewhere in the range of $5,000 and $15,000. However, it is best for your safety and peace of mind to avoid the lowest-charging surgeons and the ones charging very high fees.",0.6
what is ap short for,The cornerstone of any wireless network is an access point (AP). The primary job of an access point is to broadcast a wireless signal that computers can detect and tune into.,This is how banks know what bank the check is drawn on. This number is always nine digits in the United States. The second set of numbers is the account number. The account number is followed by a symbol that looks like two short side-by-side vertical lines with a large dot to the upper right of the two short lines. Note that there is one number left; that matches the number in the upper right corner of the check. This is the check number.,0.65
how many earthquakes,"The United States Geological Service records hundreds of thousands of earthquakes that occur every year, though most of these arenât noticed because they are so small in magnitude. In the last 30 days, there were roughly 400 earthquakes of magnitude 4.0 or greater.","How Many People Die From The Flu Every Year In The US? 23 March 2017 / Category: News Off comments According to the CDC, the flu kills a surprising 3,300 to 49,000 people every year. This rather high number varies greatly in any given year, and according to many health experts is pretty exaggerated.",0.65
project grad what is it,"Project Graduation is run completely from fundraising and parent support. Please see our FUNDRAISING EFFORTS and consider a donation. The History (This description is taken from the Maine Office of Substance Abuse) Project Graduation emerged in Oxford Hills, Maine, in 1980, the result of community energies empowered through a state initiative. It has long since been recognized as a prototype for the nation, helping to protect the lives of graduating seniors in all states.","As a new grad with BSN, I was offered $29/hr for days (plus $2/hr for weekends) in December 2012. There is no negotiation when you're a new grad here.eb 4, '13 by dudetheman. The Avg. Salary for an RN in NJ is roughly $37.00 per hour or 76k per year according to Salary.com and the Bureau of Labor and Statistics.",0.85
point focal definition,countable noun. 1  The focal point of something is the thing that people concentrate on or pay most attention to. 2  the point on the axis of a lens or mirror to which parallel rays of light converge or from which they appear to diverge after refraction or reflection. 3  a central point of attention or interest.,The cornerstone of any wireless network is an access point (AP). The primary job of an access point is to broadcast a wireless signal that computers can detect and tune into.,0.5
what is the process of a material going through a change of state from a gas to a liquid,Question and answer. The process of a material going through a change of state from a gas to a liquid is called _____. melting freezing condensation vaporization. The process of a material going through a change of state from a gas to a liquid is called Condensation. Expert answered| yumdrea |Points 13878|. Question.,"detergent meaning, definition, what is detergent: a chemical substance in the form of a powder or a liquid for removing dirt from clothesâ¦. Learn more.",0.85
education is required to be a clinical psychology,"Board Certification by ABCP, is intended to certify that the successful candidate has completed the educational, training and experience requirements of the specialty, including an examination designed to assess the competencies required to provide quality services in the specialty of Clinical Psychology.","Required Education for Immigration Lawyers. To become a lawyer, you'll need 4 years for your bachelor's degree and 3 more years for your Juris Doctor (J.D.) degree. Your undergraduate degree does not have to be in any specific area, but you might consider courses in English, public speaking, government, history, economics, and mathematics to prepare for a career in law.",0.4
what is a itemized deduction,DEFINITION of 'Itemized Deduction'. A deduction from a taxpayer's taxable adjusted gross income that is made up of deductions for money spent on certain goods and services throughout the year.,"Definition of High Risk Investment. What is a high risk investment? What is the definition of the term high risk investment? A high risk investment is an investment that carries a high degree of risk - meaning, there is a strong chance that you could lose a substantial amount (or all) of your investment. The potential benefit of a high risk investment is that there is a chance that you could make a very high return on the investment as well.",0.7
how long does it take to add a new habit,"It may be pretty common not to keep your New Yearâs Resolution â but if you do want to make it stick, youâll want to read this: According to science, it takes about 66 days to form a new habit. So, if you decided this year that youâd work out three tâ¦","There are many methods used by forensic scientists to collect your DNA samples, but how long does a DNA test take? The process does not take more than 7 days but depending on your DNA structure and lab quality it may take up to 10 or more days. For every DNA test you need a sample of your blood from which the DNA is extracted and analyzed. The DNA test mostly relies on the experience of the lab scientist that observes the structure closely to figure out the genes within the DNA.",0.8
what are the key contents of a health and safety policy,"The main goal of safety and health programs is to prevent workplace injuries, illnesses, and deaths, as well as the suffering and financial hardship these events can cause for workers, their families, and employers.",Version 1.01 April 2014 Reporting claims to the NHS LA Table of Contents 1. Introduction 2. When should a claim be reported to the NHS LA 3. What documents should be sent to the NHS LA when reporting a claim 4. How to report a claim to the NHS LA 5.,0.7
what county is geneva ohio in,"Geneva is a city in Ashtabula County, Ohio, United States. The area which would become Geneva was originally settled in 1805, and was incorporated as a city in 1958. It is named after Geneva, New York. The population was 6,215 at the 2010 census.","This article is about the city in California. For the county in California, see Ventura County. For other uses, see Ventura (disambiguation). Ventura, officially the City of San Buenaventura, is the county seat of Ventura County, California, United States. European explorers encountered a Chumash village, referred to as Shisholop, in Ventura while traveling along the Pacific coast.",0.85
salary for rn,"According to the Bureau of Labor Statistics lastest data, the average salary of a registered nurse in the United States is $69,790. The average hourly wage of a registered nurse is $33.55.Keep in mind that these are only averages, and that a registered nurse may make more or less than these amounts based on location, experience, and other factors. In addition, the starting salaries for an RN may be much less than the average salary.he starting salary of a Registered Nurse can range from around $28,000-$50,000 per year on average. The starting hourly wage of an RN can range from $16.50-26.00 per hour.","As a new grad with BSN, I was offered $29/hr for days (plus $2/hr for weekends) in December 2012. There is no negotiation when you're a new grad here.eb 4, '13 by dudetheman. The Avg. Salary for an RN in NJ is roughly $37.00 per hour or 76k per year according to Salary.com and the Bureau of Labor and Statistics.",0.85
which state has the longest coastline,"Unbelievable! If your question was meant to ask which State has the most coastline the correct answer is Alaska with 6,640 miles of coastline. If you meant which contiguous State has the most coastline, I think that's Florida with 1,350 miles.",Wikisource has original text related to this article: Article VII of the United States Constitution. Article Seven of the United States Constitution sets the number of state ratifications necessary in order for the Constitution to take effect and prescribes the method through which the states may ratify it.,0.7
what is the purpose of a sewage treatment lagoon,"Aerated lagoon. An aerated lagoon or aerated basin is a holding and/or treatment pond provided with artificial aeration to promote the biological oxidation of wastewaters. There are many other biological processes for treatment of wastewaters, for example activated sludge, trickling filters, rotating biological contactors and biofilters.","All the treatments are effective and give optimal results but the results greatly depend on your suitability and the severity of acne scars. Dermatologist recommends the best suitable treatment for this purpose but before opting for acne scar treatment in Dubai, know about some most suitable options. Dermabrasion: Dermabrasion is the most suitable cosmetic procedure for deep acne scars.",0.5
who made and released the first iphone,"Apple's iPhone was introduced at MacWorld in January 2007 and officially went on sale June 29, 2007, selling 146,000 units within the first weekend of launch.","These Boots Are Made for Walkin'  is a pop song written by Lee Hazlewood and recorded by Nancy Sinatra.It was released on February 22, 1966, and hit No. 1 in the United States Billboard Hot 100 and in the UK Singles Chart.ritish singer-songwriter Geri Halliwell recorded her own version of These Boots Are Made for Walkin' for the soundtrack to the film Rugrats in Paris: The Movie.",0.4
what documents do you need for the nj driving test,"When you apply for NJ Driver's Permit, you will need to bring the $10 fee, a primary and secondary ID, your Social Security Number and proof of your address. These documents must total 6 points on New Jersey's verification scale.","What do you need? What are the bare essentials you need to get started in fly fishing? Well, you need that basic rod, reel, and line outfit in one form or another. You need a rod, you need a reel, you need a line, and you need a leader.",0.6
what is thrashers font,"Nope Daaams, I want the font in the image I posted. I know the Thrasher font is Banco. I was looking for the magazine font like in the description.","Definition of High Risk Investment. What is a high risk investment? What is the definition of the term high risk investment? A high risk investment is an investment that carries a high degree of risk - meaning, there is a strong chance that you could lose a substantial amount (or all) of your investment. The potential benefit of a high risk investment is that there is a chance that you could make a very high return on the investment as well.",0.5
how many credit hours is a graduate class,"There is no set number of college credits you need to graduate. This number varies depending on the major and the school from which you are graduating. However, the average number of college credits you need to complete a program averages about 64 credits for a 2-year associateâs degree and 120 credits for a 4-year degree.","Fioricet for the treatment of migraine headaches: an introduction. Fioricet is a combination of acetaminophen (Tylenolâs main ingredient), caffeine and butalbital. Fioricet is a member of the barbiturate class of medications. Because it contains acetaminophen and caffeine, it is also a pain reliever and a stimulant. How Fioricet for migraines works.",0.6
how long is dental assistant school,"Students typically complete a dental assistant program at either a community college or technical school. Programs often take one to two years to complete, depending on whether a student is pursuing a certificate, diploma or associate degree.",DMD â doctor of dental medicine. Indicates the degree awarded upon graduation from dental school to become a general dentist. There is no difference between the two degrees; dentists who have a DMD or DDS have the same education. Universities have the prerogative to determine what degree is awarded.,0.6
what kind of doctor treats hernia,"Your family doctor could diagnosis it, but you would need a general surgeon to fix it. A general surgeon is one that specializes in abdominal surgery, like hernia repairs. That is, making sure the intestine is in the proper place and closing the hole in the abdominal muscles. gracelyn Â· 8 years ago.",Vascular Neurology Doctors and Physicians (Vascular Neurologists) Vascular neurology is the study and treatment of vascular diseases of the nervous system. A neurologist is a physician who diagnoses and treats nervous system disorders. A vascular neurologist treats patients who have disorders of the veins and arteries in the nervous system. Diseased vessels that provide circulation to the nervous system can generate problems such as a stroke or hemorrhage that affects the brain or spinal cord.,0.7
definition of law of cosines,"The law of cosines is useful for computing the third side of a triangle when two sides and their enclosed angle are known, and in computing the angles of a triangle if all three sides are known.","U.S. immigration law is very complex, and there is much confusion as to how it works. The Immigration and Naturalization Act (INA), the body of law governing current immigration policy, provides for an annual worldwide limit of 675,000 permanent immigrants, with certain exceptions for close family members.",0.5
how to bake hard boiled egg,"There are two main problems when it comes to hard-boiled eggs: green-gray yolks and shells that just wonât peel off. Make hard-boiled eggs headache-free by following this easy method. First, place the cold eggs in a single layer in a pan with enough cold water to cover them by about 1 inch. Then, place the pan on the stove over high heat. Shutterstock. As soon as the water comes to a boil turn the heat off, cover the pan, and remove it from the heat. Allow the eggs to sit in the water until they are cooked; about 9 minutes for a medium egg, 12 minutes for a large egg, and 15 minutes for an extra-large egg.","Don't try to feed ducklings berries or grapes. Do not feed ducklings onions, wild bird or caged bird seed, or any type of bread. You can feed them starter duck feed, peas, corn, green beans, lima beans, cooked carrots, hard boiled eggs, tomatoes, crickets, worms, small feeder fish, grass, milk, and turkey feed.",0.6
h pylori symptoms treatment,"If H pylori is the cause, the symptoms will remain as long as the infection is untreated. Some people with peptic ulcers have no symptoms at all, while others may have burning pain, severe nausea, and vomiting.","Residential treatment center. A residential treatment center (RTC), sometimes called a rehab, is a live-in health care facility providing therapy for substance abuse, mental illness, or other behavioral problems. Residential treatment may be considered the last-ditch approach to treating abnormal psychology or psychopathology.",0.5
what is/was the original intent of patent law,"Such description is the quid pro quo of the patent system; the public must receive meaningful disclosure in exchange for being excluded from practicing the invention for a limited period of time. [ Update: In fact, some argue, crankishly, that disclosure is the only purpose of patent law.ut the patent âstatuteâ is not isolated. The âlawâ is what legal rules are enforced in society, and that is a result of the actions of the courts and the legislature, in our system.","Boyle's Law: The Pressure-Volume Law. Boyle's law or the pressure-volume law states that the volume of a given amount of gas held at constant temperature varies inversely with the applied pressure when the temperature and mass are constant. PV = C. When pressure goes up, volume goes down. When volume goes up, pressure goes down.",0.65
